metric,value
eps,6.109054070954992
eps_growth,-0.8378179446303692
net_profit_margin,23.971255769943866
revenue_growth,2.021994077514121
dividend_yield,45.0
dividend_announcement,Recent: 0.26
debt_to_equity,106629000000.0
current_ratio,0.0
roe,9373600000000.0
roa,25.682503150857585
pe_ratio,35.262585
pb_ratio,52.364655
financial_health_score,70.0
last_updated,2025-08-30 00:23:02
