metric,value
eps,134.19520605416156
eps_growth,6.602340052105449
net_profit_margin,19.01623035828986
revenue_growth,5.9906265437351855
dividend_yield,197.0
dividend_announcement,No Recent Changes
debt_to_equity,93920000000.0
current_ratio,0.0
roe,48553000000000.0
roa,30.416152453501553
pe_ratio,22.661623
pb_ratio,11.398934
financial_health_score,70.0
last_updated,2025-08-29 23:41:57
