metric,value
eps,2.2302158273381294
eps_growth,-52.81292134103904
net_profit_margin,7.298597604667827
revenue_growth,0.9475783534663594
dividend_yield,0
dividend_announcement,No Dividends
debt_to_equity,13623000000.0
current_ratio,0.0
roe,713000000000.0
roa,5.840910952732039
pe_ratio,196.29411
pb_ratio,13.915183
financial_health_score,45.7482743460263
last_updated,2025-08-29 23:45:43
